baseline,sim,map,course,n_agents,dynamics,target_speed,trials,avg_speed_mps,success,time_to_goal_s,flow_rate,deformability,n_completed,n_collided,safety_rate,collision,spread_at_entry_m,spread_at_narrow_m,finished,t_course_s,v_course_mps,steps,sim_time_s,wall_time_s
orca,f1tenth,standard_ON,full,4,st,5.0,3,2.0423,0.0,inf,0.0,12.5075,1.6667,0.0,0.4167,1.0,2.8833,0.0,0.4167,inf,1.803,5074.6667,50.7467,9.8
orca,native,standard_ON,full,4,rvo2_disc,5.0,3,1.1157,0.0,inf,0.0,nan,0.3333,0.0,0.0833,0.0,11.558,0.0,0.0,inf,1.3767,3000.0,150.0,0.6467
