baseline,sim,map,course,n_agents,dynamics,target_speed,trials,avg_speed_mps,success,time_to_goal_s,flow_rate,deformability,n_completed,n_collided,safety_rate,collision,spread_at_entry_m,spread_at_narrow_m,finished,t_course_s,v_course_mps,steps,sim_time_s,wall_time_s
leader_follower,f1tenth,standard_ON,zone,4,st,5.0,3,3.479,0.0,inf,0.0,nan,0.0,0.0,0.0,1.0,0.5507,0.0,0.0,inf,2.65,776.3333,7.7633,2.5633
