baseline,sim,map,n_agents,dynamics,target_speed,trials,avg_speed_mps,success,time_to_goal_s,flow_rate,deformability,n_completed,n_collided,safety_rate,collision,spread_at_entry_m,spread_at_narrow_m,steps,sim_time_s,wall_time_s
deform,native,standard_ON,4,turtlebot3,nan,2,0.0275,0.0,inf,0.0,19.9725,0.0,0.0,0.0,0.0,1.8,0.09,nan,nan,626.05
