baseline,sim,map,course,n_agents,dynamics,target_speed,trials,avg_speed_mps,success,time_to_goal_s,flow_rate,deformability,n_completed,n_collided,safety_rate,collision,spread_at_entry_m,spread_at_narrow_m,finished,t_course_s,v_course_mps,steps,sim_time_s,wall_time_s
orca,f1tenth,standard_ON,zone,2,st,5.0,5,4.4776,1.0,4.544,0.1381,1.007,2.0,0.0,1.0,0.0,0.6,0.0,0.0,inf,4.496,455.4,4.554,0.28
orca,native,standard_ON,zone,2,rvo2_disc,5.0,5,4.9134,1.0,4.02,0.156,1.0002,2.0,0.0,1.0,0.0,0.5986,0.0,0.0,inf,4.9152,81.4,4.07,0.01
