baseline,sim,map,course,n_agents,dynamics,target_speed,trials,avg_speed_mps,success,time_to_goal_s,flow_rate,deformability,n_completed,n_collided,safety_rate,collision,spread_at_entry_m,spread_at_narrow_m,finished,t_course_s,v_course_mps,steps,sim_time_s,wall_time_s
deform,f1tenth,standard_ON,full,4,st,nan,1,0.0,0.0,nan,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,918.8
