#x_m,y_m, w_tr_right_m, w_tr_left_m
-3.0,0.0,4.6250,4.6250
-1.99442250306103,-0.02395204718472962,4.6250,4.6250
-0.9908209924987779,-0.09168866822400741,4.6250,4.6250
0.009560051455538888,-0.1969538043399492,4.6250,4.6250
1.006166532140994,-0.3335210866135934,4.6250,4.6250
1.999001120336976,-0.4953233178721698,4.6250,4.6250
2.9884911620934855,-0.6765105993759198,4.6250,4.6250
3.9753744773842947,-0.8714304197325892,4.6250,4.6250
4.960593343227362,-1.0746149555723181,4.6250,4.6250
5.945208484453153,-1.2807117776636323,4.6250,4.6250
6.930322519751103,-1.4844051321944276,4.6250,4.6250
7.91700350490158,-1.6803490220685748,4.6250,4.6250
8.906208550447216,-1.8630898111672392,4.6250,4.6250
9.898698279659882,-2.0270004784702667,4.6250,4.6250
10.89493621068939,-2.166241043352994,4.6250,4.6250
11.894970360589092,-2.2747685724357054,4.6250,4.6250
12.898305819340505,-2.3463677676917674,4.6250,4.6250
13.903769726265983,-2.374768304061795,4.6250,4.6250
14.903747013374625,-2.284062965664162,4.6250,4.6250
15.870460093106557,-2.009633351559125,4.6250,4.6250
16.79373550369433,-1.611438004786819,4.6250,4.6250
17.679948276266007,-1.1358411775016946,4.6250,4.6250
18.540578715451282,-0.6151320115754302,4.6250,4.6250
19.387745923323177,-0.07269873493832038,4.6250,4.6250
20.233345814324036,0.47218447142313885,4.6250,4.6250
21.089216892738175,1.0007167691750276,4.6250,4.6250
21.967451171136435,1.4909815318476198,4.6250,4.6250
22.879900657557826,1.913624252293981,4.6250,4.6250
23.83508681149968,2.2264198857948867,4.6250,4.6250
24.828800048700792,2.3715144512614965,4.6250,4.6250
25.83001631113964,2.297887366885723,4.6250,4.6250
26.799896131630405,2.0350920147279203,4.6250,4.6250
27.72628260339479,1.6442640511458184,4.6250,4.6250
28.614895528792896,1.1731989052170426,4.6250,4.6250
29.477010444835425,0.654963457404976,4.6250,4.6250
30.324770092890528,0.11346044356565174,4.6250,4.6250
31.170080618771724,-0.4318733610968847,4.6250,4.6250
32.0247747273801,-0.9623153178585774,4.6250,4.6250
32.900907070324145,-1.4563500973819392,4.6250,4.6250
33.81044091513185,-1.8852911592471868,4.6250,4.6250
34.762344409147865,-2.2080920449717008,4.6250,4.6250
35.753869352752965,-2.3679518341435095,4.6250,4.6250
36.756108175819264,-2.3107298833269696,4.6250,4.6250
37.72905272619805,-2.059762319200553,4.6250,4.6250
38.658631744207256,-1.6766801221745307,4.6250,4.6250
39.5497029779646,-1.2103121612086851,4.6250,4.6250
40.41336609306933,-0.6946732177505079,4.6250,4.6250
41.26178126864723,-0.15420206940680325,4.6250,4.6250
42.106865309361744,0.3914840600066428,4.6250,4.6250
42.960445840940494,0.923724397796247,4.6250,4.6250
43.83457101104149,1.421321793286457,4.6250,4.6250
44.741225056035006,1.8563674423218044,4.6250,4.6250
45.68983540710012,2.1888620616838868,4.6250,4.6250
46.67901549506677,2.3630347376157936,4.6250,4.6250
47.682010252819,2.3224261052383737,4.6250,4.6250
48.65798148963311,2.0837681309695015,4.6250,4.6250
49.59075768813211,1.7086261241475227,4.6250,4.6250
50.484339366515655,1.2471232957776126,4.6250,4.6250
51.34964089472169,0.7342531172041473,4.6250,4.6250
52.19877474793986,0.19491632213810994,4.6250,4.6250
53.0436988998186,-0.3510183215852076,4.6250,4.6250
53.89623089614865,-0.8849441575036247,4.6250,4.6250
54.768407428657554,-1.3859688310449514,4.6250,4.6250
55.672254465487754,-1.8268634689479737,4.6250,4.6250
56.61756935569697,-2.16873756556973,4.6250,4.6250
57.60424515842132,-2.356975982293233,4.6250,4.6250
58.60775347649958,-2.333068495292804,4.6250,4.6250
59.586650619432596,-2.1069906628520823,4.6250,4.6250
60.522657687055194,-1.740087614414053,4.6250,4.6250
61.418826600965254,-1.2836682543302287,4.6250,4.6250
62.285815391607876,-0.7736710568120561,4.6250,4.6250
63.13574239532899,-0.23559056984691876,4.6250,4.6250
63.98057637254296,0.3104841626602737,4.6250,4.6250
64.83213345816063,0.8459699918884631,4.6250,4.6250
65.70241043670697,1.3503057762131407,4.6250,4.6250
66.603500908559,1.7968571194895617,4.6250,4.6250
67.54553262867884,2.147807153597893,4.6250,4.6250
68.5295916684008,2.3496176633696386,4.6250,4.6250
69.53333665592582,2.3425246212841513,4.6250,4.6250
70.51507439366794,2.1294457895150605,4.6250,4.6250
71.45434922647095,1.7710939207030945,4.6250,4.6250
72.35316051859135,1.3199370308811322,4.6250,4.6250
73.22189933712102,0.8129419738123348,4.6250,4.6250
74.07268273831785,0.2762224702406705,4.6250,4.6250
74.91748937172657,-0.2698947323442805,4.6250,4.6250
75.76813483896078,-0.806833779194035,4.6250,4.6250
76.63660204726548,-1.314295875855089,4.6250,4.6250
77.5349986478056,-1.766281446761839,4.6250,4.6250
78.4737590607407,-2.1259909454634482,4.6250,4.6250
79.45505476022313,-2.3411577018139895,4.6250,4.6250
80.45878594495363,-2.350861776115927,4.6250,4.6250
81.44325818352735,-2.1511207188777517,4.6250,4.6250
82.38579471957661,-1.8015522351274023,4.6250,4.6250
83.28731192844103,-1.3558733528594284,4.6250,4.6250
84.15788836327215,-0.852057983375346,4.6250,4.6250
85.00959142757193,-0.3168052016004928,4.6250,4.6250
85.85443354641858,0.22925688471764072,4.6250,4.6250
86.7042306735175,0.7675435068631874,4.6250,4.6250
87.57095544650824,1.277991888060365,4.6250,4.6250
88.46671594978842,1.735218518611684,4.6250,4.6250
89.4022097697763,2.103449934214388,4.6250,4.6250
90.38066879866585,2.331461020403796,4.6250,4.6250
91.38410836124733,2.357969553505498,4.6250,4.6250
92.37118467864971,2.171924404816788,4.6250,4.6250
93.31701471039449,1.8314978083415867,4.6250,4.6250
94.22129422846557,1.3914980101749568,4.6250,4.6250
95.09376983574272,0.8909974351921897,4.6250,4.6250
95.94646221973498,0.35732895527070374,4.6250,4.6250
96.79140706297784,-0.18857354294132878,4.6250,4.6250
97.6404271505183,-0.7280900053731852,4.6250,4.6250
98.50546174328468,-1.2414127505710635,4.6250,4.6250
99.39864468457333,-1.7036948375759278,4.6250,4.6250
100.33093325790878,-2.080060724085932,4.6250,4.6250
101.30642897553888,-2.3207009249870394,4.6250,4.6250
102.30932783689802,-2.363900634940717,4.6250,4.6250
103.29889022662998,-2.1919467825333205,4.6250,4.6250
104.24801252598334,-1.8609278512828593,4.6250,4.6250
105.15510954093854,-1.4268114818407065,4.6250,4.6250
106.02953613892059,-0.9297466034017488,4.6250,4.6250
106.88328669455731,-0.39778046064897243,4.6250,4.6250
107.72840329663673,0.14785502842744916,4.6250,4.6250
108.57671283201351,0.688492606102244,4.6250,4.6250
109.44013444886481,1.2045372364708158,4.6250,4.6250
110.33081756655443,1.6716491536341511,4.6250,4.6250
111.25988938121627,2.055974087499485,4.6250,4.6250
112.23236775108555,2.308774524752421,4.6250,4.6250
113.23445757779646,2.368557752833971,4.6250,4.6250
114.22633305001568,2.210995104885583,4.6250,4.6250
115.1787477925334,1.8897345415073108,4.6250,4.6250
116.08873010638801,1.4617574610058333,4.6250,4.6250
116.96519305211307,0.9683138376391044,4.6250,4.6250
117.82006516547023,0.438160023140419,4.6250,4.6250
118.6654163891415,-0.10711043939643493,4.6250,4.6250
119.51307849387344,-0.6487668008919943,4.6250,4.6250
120.37496020686015,-1.1673918759666884,4.6250,4.6250
121.2631913505882,-1.639181724601575,4.6250,4.6250
122.18910064768336,-2.0311478089445307,4.6250,4.6250
123.15847926044582,-2.295819562564748,4.6250,4.6250
124.15952076886595,-2.371988144773652,4.6250,4.6250
125.15356593659575,-2.229224803274268,4.6250,4.6250
126.10926091899186,-1.9180010393534987,4.6250,4.6250
127.02216374970347,-1.4963460279741274,4.6250,4.6250
127.90073622986107,-1.0066907077709,4.6250,4.6250
128.75679327381098,-0.47846062510545745,4.6250,4.6250
129.60244199636546,0.06634650951594055,4.6250,4.6250
130.4495202051832,0.6089194193755758,4.6250,4.6250
131.30992480063225,1.1300039592990654,4.6250,4.6250
132.19577247053857,1.6062858818977077,4.6250,4.6250
133.1185644592591,2.0056125012658836,4.6250,4.6250
134.08479019139043,2.2817756062134347,4.6250,4.6250
135.08453566621648,2.374100701880237,4.6250,4.6250
136.0805529560843,2.2464427400092073,4.6250,4.6250
137.0395239855681,1.9456446342751275,4.6250,4.6250
137.9554172990939,1.5305857871590123,4.6250,4.6250
138.83613993339395,1.0448323327359241,4.6250,4.6250
139.6934615965011,0.5186672062882073,4.6250,4.6250
140.53947628896483,-0.02556916458447909,4.6250,4.6250
141.38604441238337,-0.5689407491887443,4.6250,4.6250
142.24503206956294,-1.092368930775536,4.6250,4.6250
143.12857701540534,-1.572935954224003,4.6250,4.6250
144.04826045013647,-1.9794446023585726,4.6250,4.6250
145.01129812627482,-2.2667334698896187,4.6250,4.6250
146.0095251965904,-2.3749440815140037,4.6250,4.6250
147.00733410945006,-2.2627632779977342,4.6250,4.6250
147.96953802530166,-1.9726516457171634,4.6250,4.6250
148.88846125799333,-1.564413793263148,4.6250,4.6250
149.77141871386186,-1.0827615527481984,4.6250,4.6250
150.63006457961598,-0.5587706771821374,4.6250,4.6250
151.47651338178989,-0.015212504070032239,4.6250,4.6250
152.32263415776538,0.5288582161718494,4.6250,4.6250
153.18028475319124,1.0544842578513294,4.6250,4.6250
154.0615709765266,1.5392070976391612,4.6250,4.6250
154.97822978642262,1.952553582672546,4.6250,4.6250
155.93801927850978,2.2506856270026834,4.6250,4.6250
156.93451212529155,2.37443480744184,4.6250,4.6250
157.940462619408,2.375,4.6250,4.6250
158.94641635746714,2.375,4.6250,4.6250
159.95237009552628,2.375,4.6250,4.6250
160.95832383358544,2.375,4.6250,4.6250
161.96427757164457,2.375,4.6250,4.6250
162.9702313097037,2.375,4.6250,4.6250
163.97618504776284,2.375,4.6250,4.6250
164.982138785822,2.375,4.6250,4.6250
165.98809252388114,2.375,4.6250,4.6250
166.99404626194027,2.375,4.6250,4.6250
167.9999999999994,2.375,4.6250,4.6250
